S.No,Date,City,Country,Customer Type,Gender,Product Category,Product,SKU,Unit Cost,Sales Price,Quantity,Cost of Goods Sold,Discount,Payment Method,Revenue,Profit
4965,30-12-2024,Satna,India,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,4,80,? 7.00,Credit Card,? 100.00,? 20.00
4966,30-12-2024,Belo Horizonte,Brazil,Normal,Female,Groceries,Milk,1021,? 60.00,? 78.00,7,420,? 26.25,Cash,? 525.00,? 105.00
4967,30-12-2024,Pune,India,Member,Female,Groceries,Bread,1022,? 40.00,? 52.00,8,320,? 41.60,Cash,? 416.00,? 96.00
4968,30-12-2024,Mumbai,India,Normal,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,4,360,? 31.50,Credit Card,? 450.00,? 90.00
4969,30-12-2024,Thiruvananthapuram,India,Normal,Female,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",4,6000,? 195.00,Cash,"? 7,500.00","? 1,500.00"
4970,30-12-2024,Calgary,Canada,Normal,Female,Groceries,Tea,1029,? 550.00,? 715.00,1,550,? 50.05,Credit Card,? 715.00,? 165.00
4971,30-12-2024,Tumkur,India,Normal,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,6,540,? 47.25,Credit Card,? 675.00,? 135.00
4972,30-12-2024,Kanpur,India,Member,Female,Clothing,Shirt,1010,? 900.00,"? 1,170.00",6,5400,? 117.00,Cash,"? 6,480.00","? 1,080.00"
4973,30-12-2024,Jacksonville,USA,Member,Male,Clothing,Cap,1019,? 300.00,? 390.00,5,1500,? 100.00,Cash,"? 1,950.00",? 450.00
4974,30-12-2024,Bangalore,India,Normal,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,8,320,? 20.80,Cash,? 416.00,? 96.00
4975,30-12-2024,Jacksonville,USA,Member,Female,Groceries,Bread,1022,? 40.00,? 52.00,5,200,? 26.00,Cash,? 260.00,? 60.00
4976,30-12-2024,Tenali,India,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",6,108000,"? 3,510.00",Credit Card,"? 1,40,400.00","? 32,400.00"
4977,30-12-2024,Etawah,India,Normal,Male,Clothing,Socks,1016,? 100.00,? 130.00,4,400,? 25.00,Cash,? 500.00,? 100.00
4978,30-12-2024,Rewa,India,Normal,Male,Personal Care,Sanitary Pads,1058,? 100.00,? 130.00,4,400,? 26.00,Cash,? 520.00,? 120.00
4979,31-12-2024,Indianapolis,USA,Member,Male,Personal Care,Deodorant,1056,? 200.00,? 260.00,6,1200,? 100.00,Cash,"? 1,560.00",? 360.00
4980,31-12-2024,Pune,India,Member,Female,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",5,25000,? 650.00,Credit Card,"? 32,500.00","? 7,500.00"
4981,31-12-2024,Quebec City,Canada,Normal,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,2,500,? 32.50,Cash,? 650.00,? 150.00
4982,31-12-2024,Kota,India,Normal,Female,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",2,5000,? 325.00,Cash,"? 6,500.00","? 1,500.00"
4983,31-12-2024,Sharjah,UAE,Member,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",8,144000,"? 3,510.00",E-Wallet,"? 1,87,200.00","? 43,200.00"
4984,31-12-2024,São Paulo,Brazil,Member,Female,Household Items,Toilet Cleaner,1046,? 95.00,? 124.00,5,475,? 61.75,Cash,? 617.50,? 142.50
4985,31-12-2024,Aizawl,India,Member,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,8,320,? 49.92,Credit Card,? 416.00,? 96.00
4986,31-12-2024,Nashville,USA,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,7,1750,? 100.00,Credit Card,"? 2,187.50",? 437.50
4987,31-12-2024,Fortaleza,Brazil,Normal,Male,Groceries,Bread,1022,? 40.00,? 52.00,4,160,? 20.80,E-Wallet,? 208.00,? 48.00
4988,31-12-2024,Kollam,India,Normal,Male,Groceries,Tea,1029,? 550.00,? 715.00,10,5500,? 100.00,Cash,"? 7,150.00","? 1,650.00"
4989,31-12-2024,Moradabad,India,Normal,Female,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",4,100000,"? 4,875.00",Cash,"? 1,30,000.00","? 30,000.00"
4990,31-12-2024,Sheffield,UK,Member,Male,Groceries,Milk,1021,? 60.00,? 78.00,7,420,? 54.60,Cash,? 546.00,? 126.00
4991,31-12-2024,Brisbane,Australia,Member,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",6,4800,? 104.00,Credit Card,"? 6,240.00","? 1,440.00"
4992,31-12-2024,Canberra,Australia,Normal,Male,Personal Care,Razor,1057,? 50.00,? 65.00,8,400,? 50.00,E-Wallet,? 500.00,? 100.00
4993,31-12-2024,Fujairah,UAE,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,5,2500,? 100.00,E-Wallet,"? 2,875.00",? 375.00
4994,31-12-2024,Adelaide,Australia,Normal,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,5,1250,? 78.13,Cash,"? 1,562.50",? 312.50
4995,31-12-2024,Montreal,Canada,Normal,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,4,1000,? 100.00,E-Wallet,"? 1,300.00",? 300.00
4996,31-12-2024,Rewa,India,Normal,Male,Personal Care,Shampoo,1051,? 180.00,? 234.00,2,360,? 46.80,E-Wallet,? 468.00,? 108.00
4997,31-12-2024,Vijayawada,India,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",5,275000,"? 10,725.00",Cash,"? 3,43,750.00","? 68,750.00"
4998,31-12-2024,Sharjah,UAE,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",1,55000,"? 7,150.00",E-Wallet,"? 71,500.00","? 16,500.00"
4999,31-12-2024,Baranagar,India,Normal,Female,Groceries,Rice,1020,? 60.00,? 78.00,5,300,? 19.50,Cash,? 390.00,? 90.00
5000,31-12-2024,Bareilly,India,Normal,Male,Personal Care,Sanitary Pads,1058,? 100.00,? 130.00,6,600,? 39.00,Cash,? 780.00,? 180.00
5001,31-12-2024,Visakhapatnam,India,Normal,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",3,2700,? 117.00,Credit Card,"? 3,510.00",? 810.00
5002,01-01-2025,Sambalpur,India,Normal,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",1,1200,? 75.00,Cash,"? 1,500.00",? 300.00
5003,01-01-2025,Frankfurt,Germany,Member,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,8,2000,? 100.00,Credit Card,"? 2,600.00",? 600.00
5004,01-01-2025,Gandhinagar,India,Member,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",5,6000,? 156.00,E-Wallet,"? 7,800.00","? 1,800.00"
5005,01-01-2025,Houston,USA,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",4,8800,? 286.00,Cash,"? 11,440.00","? 2,640.00"
5006,01-01-2025,Kota,India,Normal,Male,Groceries,Sugar,1026,? 45.00,? 59.00,9,405,? 36.86,Credit Card,? 526.50,? 121.50
5007,01-01-2025,San Jose,USA,Normal,Female,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",6,9000,? 195.00,Cash,"? 10,800.00","? 1,800.00"
5008,01-01-2025,Hobart,Australia,Normal,Female,Stationery,Pen,1036,? 10.00,? 13.00,2,20,? 1.25,Cash,? 25.00,? 5.00
5009,01-01-2025,Aligarh,India,Normal,Female,Personal Care,Shampoo,1051,? 180.00,? 234.00,2,360,? 30.24,Credit Card,? 432.00,? 72.00
5010,01-01-2025,Liverpool,UK,Member,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,4,400,? 78.00,E-Wallet,? 520.00,? 120.00
5011,01-01-2025,Pali,India,Member,Female,Groceries,Fruits,1024,? 80.00,? 104.00,7,560,? 100.00,E-Wallet,? 728.00,? 168.00
5012,01-01-2025,Denver,USA,Member,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,3,270,? 35.10,Cash,? 351.00,? 81.00
5013,01-01-2025,Manaus,Brazil,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",6,330000,"? 10,725.00",Cash,"? 4,29,000.00","? 99,000.00"
5014,01-01-2025,Vijayawada,India,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",7,126000,"? 3,510.00",Cash,"? 1,51,200.00","? 25,200.00"
5015,01-01-2025,Las Vegas,USA,Member,Male,Stationery,Stapler,1042,? 70.00,? 91.00,4,280,? 54.60,E-Wallet,? 364.00,? 84.00
5016,01-01-2025,Rewa,India,Member,Female,Groceries,Salt,1027,? 20.00,? 26.00,6,120,? 18.00,Credit Card,? 150.00,? 30.00
5017,01-01-2025,Aizawl,India,Member,Male,Personal Care,Soap,1052,? 35.00,? 46.00,7,245,? 47.78,E-Wallet,? 318.50,? 73.50
5018,01-01-2025,Aligarh,India,Member,Male,Clothing,Skirt,1013,? 800.00,"? 1,040.00",4,3200,? 104.00,Cash,"? 4,160.00",? 960.00
5019,01-01-2025,Glasgow,UK,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,10,1000,? 91.00,Credit Card,"? 1,300.00",? 300.00
5020,01-01-2025,Karimnagar,India,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,5,400,? 35.00,Credit Card,? 500.00,? 100.00
5021,01-01-2025,Brasília,Brazil,Member,Male,Groceries,Sugar,1026,? 45.00,? 59.00,3,135,? 25.31,E-Wallet,? 168.75,? 33.75
5022,01-01-2025,Kollam,India,Normal,Male,Clothing,Skirt,1013,? 800.00,"? 1,040.00",5,4000,? 104.00,Cash,"? 5,200.00","? 1,200.00"
5023,01-01-2025,Tenali,India,Normal,Female,Groceries,Bread,1022,? 40.00,? 52.00,4,160,? 10.40,Cash,? 208.00,? 48.00
5024,01-01-2025,Stuttgart,Germany,Normal,Male,Groceries,Salt,1027,? 20.00,? 26.00,4,80,? 7.28,Credit Card,? 104.00,? 24.00
5025,01-01-2025,Tenali,India,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,5,700,? 87.50,E-Wallet,? 875.00,? 175.00
5026,01-01-2025,San Francisco,USA,Member,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,9,810,? 100.00,Credit Card,"? 1,012.50",? 202.50
5027,01-01-2025,Toronto,Canada,Normal,Female,Stationery,Notebook,1035,? 50.00,? 65.00,5,250,? 32.50,E-Wallet,? 325.00,? 75.00
5028,01-01-2025,Bangalore,India,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,4,560,? 72.80,E-Wallet,? 728.00,? 168.00
5029,01-01-2025,Kharagpur,India,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,4,400,? 26.00,Cash,? 520.00,? 120.00
5030,01-01-2025,Hapur,India,Normal,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",7,84000,"? 2,340.00",Credit Card,"? 1,09,200.00","? 25,200.00"
5031,01-01-2025,Nashik,India,Member,Female,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 5.46,Credit Card,? 45.50,? 10.50
5032,02-01-2025,Canberra,Australia,Member,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",8,16000,? 260.00,Credit Card,"? 20,800.00","? 4,800.00"
5033,02-01-2025,Kota,India,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",4,72000,"? 3,510.00",Cash,"? 82,800.00","? 10,800.00"
5034,02-01-2025,New York,USA,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,8,1120,? 98.00,Credit Card,"? 1,400.00",? 280.00
5035,02-01-2025,Bhagalpur,India,Normal,Female,Clothing,Bralette,1014,? 600.00,? 780.00,8,4800,? 100.00,E-Wallet,"? 6,240.00","? 1,440.00"
5036,02-01-2025,Aizawl,India,Normal,Male,Stationery,Notebook,1035,? 50.00,? 65.00,9,450,? 39.38,Credit Card,? 562.50,? 112.50
5037,02-01-2025,Kolhapur,India,Normal,Male,Groceries,Bread,1022,? 40.00,? 52.00,5,200,? 18.20,Credit Card,? 260.00,? 60.00
5038,02-01-2025,Sangli,India,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,4,180,? 11.70,Cash,? 234.00,? 54.00
5039,02-01-2025,Vancouver,Canada,Normal,Male,Household Items,Laundry Basket,1050,? 450.00,? 585.00,3,1350,? 100.00,Credit Card,"? 1,755.00",? 405.00
5040,02-01-2025,Rewa,India,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 2.19,Cash,? 43.75,? 8.75
5041,02-01-2025,Leipzig,Germany,Normal,Female,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",4,8000,? 260.00,Cash,"? 10,400.00","? 2,400.00"
5042,02-01-2025,Nashik,India,Member,Female,Stationery,Eraser,1039,? 3.00,? 4.00,1,3,? 0.38,Cash,? 3.75,? 0.75
5043,02-01-2025,Berlin,Germany,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,8,640,? 41.60,Cash,? 832.00,? 192.00
5044,02-01-2025,Sheffield,UK,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,3,165,? 10.73,Cash,? 214.50,? 49.50
5045,02-01-2025,Kansas City,USA,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,8,4000,? 100.00,E-Wallet,"? 5,200.00","? 1,200.00"
5046,02-01-2025,Las Vegas,USA,Member,Male,Groceries,Milk,1021,? 60.00,? 78.00,8,480,? 93.60,E-Wallet,? 624.00,? 144.00
5047,02-01-2025,Pune,India,Normal,Female,Clothing,Skirt,1013,? 800.00,"? 1,040.00",5,4000,? 104.00,Cash,"? 5,200.00","? 1,200.00"
5048,02-01-2025,Stuttgart,Germany,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",6,21000,? 455.00,Cash,"? 26,250.00","? 5,250.00"
5049,02-01-2025,Phoenix,USA,Member,Male,Household Items,Toilet Cleaner,1046,? 95.00,? 124.00,6,570,? 88.92,Credit Card,? 741.00,? 171.00
5050,02-01-2025,Thiruvananthapuram,India,Member,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",1,55000,"? 7,590.00",Credit Card,"? 63,250.00","? 8,250.00"
5051,02-01-2025,Las Vegas,USA,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,4,28,? 2.55,Credit Card,? 36.40,? 8.40
5052,02-01-2025,Austin,USA,Normal,Female,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",4,100000,"? 4,875.00",Credit Card,"? 1,25,000.00","? 25,000.00"
5053,02-01-2025,Quebec City,Canada,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,2,500,? 43.75,Credit Card,? 625.00,? 125.00
5054,02-01-2025,Patna,India,Normal,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,5,200,? 23.00,E-Wallet,? 230.00,? 30.00
5055,02-01-2025,Brisbane,Australia,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,3,240,? 15.60,Cash,? 312.00,? 72.00
5056,02-01-2025,Moradabad,India,Member,Male,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",10,25000,? 325.00,Cash,"? 32,500.00","? 7,500.00"
5057,02-01-2025,San Diego,USA,Normal,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",5,6000,? 156.00,Cash,"? 7,500.00","? 1,500.00"
5058,02-01-2025,Aizawl,India,Member,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,3,750,? 90.00,Cash,? 900.00,? 150.00
5059,02-01-2025,Berlin,Germany,Normal,Female,Personal Care,Face Wash,1055,? 150.00,? 195.00,3,450,? 40.95,Credit Card,? 585.00,? 135.00
5060,03-01-2025,Toronto,Canada,Normal,Female,Stationery,Ruler,1044,? 15.00,? 20.00,7,105,? 13.65,E-Wallet,? 136.50,? 31.50
5061,03-01-2025,Ottawa,Canada,Normal,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",3,54000,"? 3,375.00",Cash,"? 67,500.00","? 13,500.00"
5062,03-01-2025,Gwalior,India,Normal,Female,Groceries,Salt,1027,? 20.00,? 26.00,4,80,? 7.28,Credit Card,? 104.00,? 24.00
5063,03-01-2025,Dresden,Germany,Member,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,5,1250,? 100.00,Credit Card,"? 1,500.00",? 250.00
5064,03-01-2025,Cologne,Germany,Normal,Female,Clothing,Shirt,1010,? 900.00,"? 1,170.00",8,7200,? 117.00,Credit Card,"? 9,000.00","? 1,800.00"
5065,03-01-2025,Manaus,Brazil,Normal,Male,Groceries,Milk,1021,? 60.00,? 78.00,6,360,? 46.80,E-Wallet,? 468.00,? 108.00
5066,03-01-2025,Kharagpur,India,Member,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,3,750,? 100.00,Credit Card,? 900.00,? 150.00
5067,03-01-2025,Stuttgart,Germany,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,8,2000,? 100.00,Cash,"? 2,600.00",? 600.00
5068,03-01-2025,Fujairah,UAE,Normal,Female,Electronics,Charger,1007,? 800.00,"? 1,040.00",2,1600,? 104.00,Credit Card,"? 2,080.00",? 480.00
5069,03-01-2025,Hamburg,Germany,Member,Male,Groceries,Rice,1020,? 60.00,? 78.00,4,240,? 46.80,E-Wallet,? 312.00,? 72.00
5070,03-01-2025,Melbourne,Australia,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,7,980,? 89.18,Credit Card,"? 1,274.00",? 294.00
5071,03-01-2025,Hapur,India,Normal,Male,Clothing,Cap,1019,? 300.00,? 390.00,3,900,? 51.75,Cash,"? 1,035.00",? 135.00
5072,03-01-2025,Milwaukee,USA,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",3,36000,"? 2,340.00",Cash,"? 46,800.00","? 10,800.00"
5073,03-01-2025,Kanpur,India,Normal,Female,Groceries,Rice,1020,? 60.00,? 78.00,3,180,? 15.75,Credit Card,? 225.00,? 45.00
5074,03-01-2025,Tenali,India,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,4,1000,? 91.00,Credit Card,"? 1,300.00",? 300.00
5075,03-01-2025,Patna,India,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",9,495000,"? 10,725.00",Cash,"? 6,43,500.00","? 1,48,500.00"
5076,03-01-2025,São Paulo,Brazil,Member,Female,Personal Care,Soap,1052,? 35.00,? 46.00,2,70,? 13.65,E-Wallet,? 91.00,? 21.00
5077,03-01-2025,Pali,India,Normal,Male,Personal Care,Face Wash,1055,? 150.00,? 195.00,5,750,? 48.75,Cash,? 975.00,? 225.00
5078,03-01-2025,Kanpur,India,Normal,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",5,25000,? 650.00,E-Wallet,"? 28,750.00","? 3,750.00"
5079,03-01-2025,Dresden,Germany,Normal,Male,Stationery,Notebook,1035,? 50.00,? 65.00,3,150,? 9.75,Cash,? 195.00,? 45.00
5080,03-01-2025,Houston,USA,Member,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",6,30000,? 650.00,Cash,"? 39,000.00","? 9,000.00"
5081,03-01-2025,Bareilly,India,Member,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,5,500,? 97.50,E-Wallet,? 650.00,? 150.00
5082,03-01-2025,Quebec City,Canada,Member,Male,Stationery,Marker,1041,? 25.00,? 33.00,8,200,? 25.00,Cash,? 250.00,? 50.00
5083,03-01-2025,Denver,USA,Normal,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,10,2500,? 100.00,Credit Card,"? 3,250.00",? 750.00
5084,04-01-2025,Salvador,Brazil,Member,Female,Groceries,Tea,1029,? 550.00,? 715.00,6,3300,? 100.00,Credit Card,"? 4,290.00",? 990.00
5085,04-01-2025,Toronto,Canada,Normal,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",6,7200,? 156.00,E-Wallet,"? 9,360.00","? 2,160.00"
5086,04-01-2025,Abu Dhabi,UAE,Normal,Female,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",5,10000,? 260.00,Cash,"? 12,500.00","? 2,500.00"
5087,04-01-2025,Allahabad,India,Member,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",3,2700,? 117.00,Cash,"? 3,375.00",? 675.00
5088,04-01-2025,Nagpur,India,Normal,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",2,10000,? 650.00,Cash,"? 13,000.00","? 3,000.00"
5089,04-01-2025,Bokaro,India,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,7,49,? 3.19,Cash,? 63.70,? 14.70
5090,04-01-2025,Moradabad,India,Normal,Female,Household Items,Dish Soap,1047,? 80.00,? 104.00,6,480,? 28.80,Cash,? 576.00,? 96.00
5091,04-01-2025,Boston,USA,Member,Male,Household Items,Broom,1048,? 90.00,? 117.00,5,450,? 56.25,Cash,? 562.50,? 112.50
5092,04-01-2025,São Paulo,Brazil,Member,Male,Groceries,Salt,1027,? 20.00,? 26.00,7,140,? 27.30,E-Wallet,? 182.00,? 42.00
5093,04-01-2025,Berlin,Germany,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,5,500,? 45.50,Credit Card,? 650.00,? 150.00
5094,04-01-2025,Allahabad,India,Normal,Male,Stationery,Stapler,1042,? 70.00,? 91.00,7,490,? 63.70,E-Wallet,? 637.00,? 147.00
5095,04-01-2025,Vijayawada,India,Member,Male,Groceries,Bread,1022,? 40.00,? 52.00,6,240,? 34.56,Credit Card,? 288.00,? 48.00
5096,04-01-2025,Abu Dhabi,UAE,Normal,Female,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",9,22500,? 325.00,Credit Card,"? 28,125.00","? 5,625.00"
5097,04-01-2025,Jaipur,India,Normal,Female,Household Items,Dish Soap,1047,? 80.00,? 104.00,10,800,? 70.00,Credit Card,"? 1,000.00",? 200.00
5098,04-01-2025,Lucknow,India,Normal,Female,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",6,21000,? 455.00,Credit Card,"? 26,250.00","? 5,250.00"
5099,04-01-2025,Las Vegas,USA,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,7,315,? 39.38,E-Wallet,? 393.75,? 78.75
5100,04-01-2025,Canberra,Australia,Normal,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,4,1000,? 65.00,Cash,"? 1,300.00",? 300.00
5101,04-01-2025,Berlin,Germany,Member,Male,Groceries,Tea,1029,? 550.00,? 715.00,5,2750,? 100.00,Cash,"? 3,575.00",? 825.00
5102,04-01-2025,Portland,USA,Normal,Female,Clothing,Skirt,1013,? 800.00,"? 1,040.00",1,800,? 100.00,E-Wallet,"? 1,000.00",? 200.00
5103,04-01-2025,Kollam,India,Member,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 70.20,Credit Card,? 585.00,? 135.00
5104,04-01-2025,Rio de Janeiro,Brazil,Member,Male,Groceries,Bread,1022,? 40.00,? 52.00,4,160,? 20.00,Cash,? 200.00,? 40.00
5105,04-01-2025,Rio de Janeiro,Brazil,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,6,120,? 7.80,Cash,? 156.00,? 36.00
5106,04-01-2025,Rio de Janeiro,Brazil,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,2,40,? 3.64,Credit Card,? 52.00,? 12.00
5107,04-01-2025,San Jose,USA,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,4,400,? 25.00,Cash,? 500.00,? 100.00
5108,04-01-2025,San Jose,USA,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",5,17500,? 455.00,Credit Card,"? 21,875.00","? 4,375.00"
5109,04-01-2025,Karimnagar,India,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",3,165000,"? 9,487.50",Cash,"? 1,89,750.00","? 24,750.00"
5110,04-01-2025,Madurai,India,Member,Male,Groceries,Bread,1022,? 40.00,? 52.00,8,320,? 49.92,Credit Card,? 416.00,? 96.00
5111,04-01-2025,Chicago,USA,Member,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",3,3600,? 156.00,E-Wallet,"? 4,140.00",? 540.00
5112,04-01-2025,Bokaro,India,Member,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,10,1000,? 100.00,Credit Card,"? 1,250.00",? 250.00
5113,04-01-2025,Ludhiana,India,Member,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",4,8800,? 286.00,Cash,"? 11,440.00","? 2,640.00"
5114,04-01-2025,Satna,India,Normal,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",4,4800,? 156.00,Cash,"? 6,000.00","? 1,200.00"
5115,04-01-2025,Vancouver,Canada,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,10,200,? 17.50,Credit Card,? 250.00,? 50.00
5116,04-01-2025,Karimnagar,India,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",4,72000,"? 3,510.00",E-Wallet,"? 93,600.00","? 21,600.00"
5117,04-01-2025,Madurai,India,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,6,270,? 23.63,Credit Card,? 337.50,? 67.50
5118,04-01-2025,Toronto,Canada,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,5,1250,? 100.00,E-Wallet,"? 1,625.00",? 375.00
5119,04-01-2025,Los Angeles,USA,Normal,Male,Groceries,Milk,1021,? 60.00,? 78.00,6,360,? 23.40,Cash,? 468.00,? 108.00
5120,05-01-2025,Bangalore,India,Normal,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",5,7500,? 195.00,Cash,"? 9,750.00","? 2,250.00"
5121,05-01-2025,Munich,Germany,Member,Male,Groceries,Rice,1020,? 60.00,? 78.00,7,420,? 54.60,Cash,? 546.00,? 126.00
5122,05-01-2025,Bhiwani,India,Normal,Male,Clothing,Socks,1016,? 100.00,? 130.00,3,300,? 19.50,Cash,? 390.00,? 90.00
5123,05-01-2025,Jalandhar,India,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",5,11000,? 286.00,Cash,"? 13,750.00","? 2,750.00"
5124,05-01-2025,Patna,India,Member,Male,Groceries,Bread,1022,? 40.00,? 52.00,7,280,? 35.00,Cash,? 350.00,? 70.00
5125,05-01-2025,Delhi,India,Normal,Male,Groceries,Milk,1021,? 60.00,? 78.00,2,120,? 7.80,Cash,? 156.00,? 36.00
5126,05-01-2025,Adelaide,Australia,Normal,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",5,4000,? 104.00,E-Wallet,"? 4,600.00",? 600.00
5127,05-01-2025,San Francisco,USA,Normal,Female,Stationery,Ruler,1044,? 15.00,? 20.00,9,135,? 17.55,E-Wallet,? 175.50,? 40.50
5128,05-01-2025,San Francisco,USA,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,4,180,? 11.25,Cash,? 225.00,? 45.00
5129,05-01-2025,Jalgaon,India,Normal,Male,Personal Care,Shampoo,1051,? 180.00,? 234.00,5,900,? 78.75,Credit Card,"? 1,125.00",? 225.00
5130,05-01-2025,Chennai,India,Member,Male,Groceries,Milk,1021,? 60.00,? 78.00,4,240,? 37.44,Credit Card,? 312.00,? 72.00
5131,05-01-2025,Brasília,Brazil,Normal,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",1,1500,? 90.00,Cash,"? 1,800.00",? 300.00
